code_from,pop_from
654,134539.00623220578
655,176083.52843959024
656,101808.23014048708
657,185473.7367301856
658,141015.82204501238
659,139303.8024532057
660,100921.59216986969
661,98484.13744876208
662,101642.59781553224
663,147898.13502785843
664,109589.83869447
665,156360.64966099616
666,108465.41382258176
667,170701.5859875891
668,168497.70666065253
669,144095.01065330254
670,136693.8511088197
671,158108.2702127546
672,152054.85321505181
673,141565.41642257012
674,174734.01382702542
675,141478.21092033386
676,140624.67458471563
677,108110.34764260054
678,160479.7900859937
679,143768.62620857917
680,152447.90023994585
681,107164.67252383824
682,108657.90679541556
683,151502.99176878924
684,128774.33345431648
685,124120.10856219195
686,111342.2515842244
687,118353.96386209689
688,128268.46994812367
689,156527.07992620114
690,139053.5857449508
691,131103.48508523963
692,123523.9386540819
693,135437.8726470531
694,131552.57641785592
695,136345.38629566506
696,156662.4302597323
697,127797.60101046367
698,124081.8709300817
699,130449.38141292566
700,205015.0691196092
701,116282.94879002403
702,123876.71010231075
703,154945.76254639495
704,141614.53484660015
705,118808.89553571586
706,145682.79020568222
707,118821.55166978342
708,101041.97959720134
709,157235.4898955808
710,177888.32121149846
711,156366.53909223137
712,124594.84584695403
713,155301.5545298513
714,100576.21060230024
715,104826.21150326217
716,157807.84501034883
717,139030.1609667379
718,171479.61948853976
719,150978.38983614428
720,215069.563727275
721,120041.15913409623
722,118175.56523749325
723,111849.90453562862
724,127926.61368500243
725,117960.57769354619
726,167998.3272241871
727,150726.8874354444
728,124447.89380491339
729,169075.0310625704
730,123897.54258428293
731,149097.9913122584
742,126214.83353278704
743,159862.01369823562
744,109409.46875870961
745,133840.35763731273
746,133653.38981507282
747,150831.56022972334
748,133085.95229826123
749,111193.1814397499
750,128893.95121919294
751,112027.1519845557
752,119866.00000732124
753,152939.53875038965
754,123827.00497863954
755,129639.3081177838
756,139861.03270463715
757,142619.0932068606
758,171893.32326138904
759,147255.4901723629
760,126549.33522315882
761,128669.9516158402
762,121969.58846237883
763,112639.45254249871
764,125181.01820864575
765,128803.26373695023
766,148728.88716851198
767,158803.78130624304
768,172645.25998134958
769,121109.82080100477
770,112949.81593061797
771,120577.29075014964
772,141813.49617984053
773,156618.82235279027
774,171119.57453027926
775,135830.84135000687
776,149003.7816564003
777,157365.50345964753
778,161978.0320278909
779,145160.81237127632
780,153857.2271624487
781,166190.18447102606
782,170876.87138756365
783,160417.69372211024
784,132132.21120209992
785,170211.36795171723
786,169513.38339361362
787,147342.6720072031
788,114113.53255871683
789,140046.17385402042
790,140097.6452428596
791,155517.1541709653
792,166600.9467710423
793,141999.31186749716
794,130030.40092668682
795,135251.49875902012
796,124459.62274223586
797,151876.88984970737
798,174336.6802745117
799,116016.45945090335
800,128087.63530012639
801,120106.54377289023
802,124210.04479705961
803,118669.30742840003
804,149618.80361010134
805,125257.08995391126
806,132764.83886283275
807,130522.18642434757
808,138183.86884032714
809,117943.24038133258
810,126763.85934117809
811,159323.7145031524
812,131698.09448713157
813,143744.7941698872
814,158936.44878776371
815,140828.00966733415
816,155959.9390037721
817,119503.98492165504
818,137990.7410963272
819,144469.87205698038
820,137832.72290771012
821,172007.0380196767
822,170317.5454095397
823,137224.68373048864
824,133455.74292378966
825,139000.40499238903
826,126293.4704974019
827,171370.13914394449
828,134471.02141017653
829,180750.07441462425
830,144095.19749688776
831,165778.50073631434
832,125793.06797612272
833,129962.02279889549
834,195926.36061946466
835,131111.88003274403
836,171678.41664851434
837,176086.5417513952
838,140867.33968762177
839,134810.86209026584
840,128558.24000354647
841,115270.2939012926
842,177796.99264587817
843,194763.40181856113
844,108491.76973779759
845,118405.37181764375
846,121601.2348575294
847,148977.6489607112
848,172583.57829173375
849,112123.06310857995
850,117225.87247188971
851,155071.54718380212
852,106891.78840438096
853,99779.22948561033
854,165398.30857134238
855,102686.54254736146
856,125766.27668866795
857,134404.78125319444
858,134312.63290088996
859,126133.08114285907
860,124547.3669907297
861,123966.65346028679
862,185926.5664314765
863,136628.8372274933
864,133099.77487837547
865,105738.29955223709
866,103246.11675967765
867,105946.04920328781
868,142451.27592170215
869,133627.2230356224
870,141341.83817814197
871,129999.1953589379
872,111786.561797712
873,123623.79182713805
874,172304.57687516947
875,109438.35087107308
876,111962.16654322669
877,122178.03315890767
878,153110.12318400014
879,152109.0857646683
880,172415.61519312824
881,153762.72773918696
882,161440.59854369913
883,124801.87878904422
884,113597.66682265757
885,159668.12205190526
886,139340.3015202392
887,128369.8828835471
888,111248.78790033772
889,117810.30379828438
890,121932.7141982906
891,179837.42517364095
892,141084.7604538278
893,148140.48227439355
894,120681.26448811253
895,120148.34460694087
896,112852.24616950506
897,109325.7906955058
898,120322.37567192898
899,116899.25652190333
900,130157.8108990913
901,128003.31324290001
902,155780.36285151413
903,128648.62966578512
904,173527.93001597334
905,152525.99147135066
906,117756.29839054414
907,123523.21644176403
908,123401.26399113005
909,161927.90822165052
910,137231.59092244122
911,188336.54695289768
912,113116.62793160742
913,110540.82242494967
914,120872.37733787246
915,131060.40190972504
916,170565.643673928
917,121881.50676425244
918,103504.91710020194
919,106409.79251041892
920,143577.34175072552
921,131063.8247219855
922,169174.67396891443
923,131498.89028868603
924,133993.76728265232
925,118574.17334125005
926,125379.60436325241
927,154612.99976257607
928,158041.96908380836
929,171066.62870617444
930,125515.09650103608
931,154395.92933031777
932,134470.47428702365
933,168212.7696490981
934,167923.83650202974
935,120227.97041958757
936,167604.5271198944
937,101013.10502129432
938,109186.68919881794
939,134589.13295788295
940,195815.94901390956
941,106549.22341032047
942,106617.05690659769
943,176850.91907405574
944,134328.8055968075
945,104689.18134168081
946,101024.84187651286
947,111479.74174434692
948,116569.41735739168
949,105269.18264032248
950,139157.76084506838
951,169416.2122614896
952,110500.20242703333
953,113185.53767090733
954,102410.5041500593
955,101171.72387049574
956,139245.80448871828
957,102224.67173104174
958,118086.14117974113
959,139790.2576562201
960,135150.33263468067
961,147866.605980829
962,139431.255249843
963,113307.51089651836
964,107222.48968657677
965,101279.82528580166
966,124558.27935428033
967,124889.64666056843
968,119613.77020485653
969,140404.10861063097
970,168833.21689563617
971,135887.5753934245
972,162658.1619638186
973,140577.45157080283
974,133645.5347693786
975,116210.54376173147
976,121215.47608698066
977,164578.67773998086
978,168240.97054987028
979,160145.74296573317
980,141396.7207851131
981,116960.95687277132
982,177331.5658310824
983,148383.47185186238
984,164605.97912354534
985,114334.63939286838
986,114551.4028584729
987,116471.95953501551
988,123435.32908042753
989,120860.87025364023
990,111958.27577180404
991,105397.87120026839
992,103887.50348217806
993,139513.32293822104
994,105547.66243930534
995,126242.906056843
996,152161.00024049543
997,175002.72965843324
998,114846.86531429068
999,116724.34195064683
1000,158059.01064561098
1001,138897.3756641345
1002,120342.0651010396
1003,105104.94185866043
1004,143168.7019083202
1005,136105.22237036936
1006,146279.15006161947
1007,117721.0578629123
1008,118055.52212135773
