CZ20,CZ2000,CZ2000_name,pop_overlap,share_of_CZ20,afactor,CZ20_total_pop,cells,grid_res_m,crs_epsg,method
45,92,NA,2.60590136051178,1.2240454215919359e-5,1.2240454215919359e-5,212892.5376905268,2,100,5070,building_footprint_area
44,92,NA,72201.42255339667,1,1,72201.42255339667,21178,100,5070,building_footprint_area
55,29,NA,146851.22992816404,0.6100559206986935,0.6100559206986935,240717.65381766343,34694,100,5070,building_footprint_area
40,602,NA,28999.128336523194,0.18706494681333646,0.18706494681333646,155021.7121407577,9088,100,5070,building_footprint_area
48,422,NA,28836.58054201957,1,1,28836.58054201957,9935,100,5070,building_footprint_area
55,286,NA,93866.42388949939,0.3899440793013065,0.3899440793013065,240717.65381766343,33874,100,5070,building_footprint_area
243,313,NA,206350.54757299274,0.7070046967406926,0.7070046967406926,291865.8794266479,37646,100,5070,building_footprint_area
244,23,NA,509127.63878881803,0.9746398018437221,0.9746398018437221,522375.17678398045,95317,100,5070,building_footprint_area
37,297,NA,210649.02246093028,0.011202180427568533,0.011202180427568533,18804287.595879428,32747,100,5070,building_footprint_area
364,581,NA,239443.04014586797,0.9819550908891207,0.9819550908891207,243843.16794881318,25055,100,5070,building_footprint_area
34,438,NA,380050.09922709805,0.9999987850660704,0.9999987850660704,380050.5609634195,67936,100,5070,building_footprint_area
34,297,NA,0.4617363214492798,1.2149339295245052e-6,1.2149339295245052e-6,380050.5609634195,1,100,5070,building_footprint_area
32,552,NA,268870.46529177297,0.9999995786244495,0.9999995786244495,268870.578587261,67725,100,5070,building_footprint_area
538,617,NA,23991.46149317152,1,1,23991.46149317152,11079,100,5070,building_footprint_area
74,363,NA,148554.21475329204,0.6851139395387953,0.6851139395387953,216831.40012199385,34329,100,5070,building_footprint_area
37,323,NA,18591110.02764076,0.9886633531234982,0.9886633531234982,18804287.595879428,693781,100,5070,building_footprint_area
